file,raw_date,date,doc_type,context
BILLS-119hres913ih.txt,Sep 11 2014,2014-09-11,legislation,"VerDate Sep 11 2014 21:50 Nov 25, 2025 Jkt 069200 PO 00000 Frm 00003 Fmt 6652 Sfmt 6301 E:\BILLS\HR913.IH HR913kjohnson on DSK7ZCZBW3PROD with $$_JOB"
CREC-2025-09-18-pt1-PgH4421-2.txt,Sep 11 2014,2014-09-11,legislation,"VerDate Sep 11 2014 03:45 Sep 19, 2025 Jkt 059060 PO 00000 Frm 00009 Fmt 7634 Sfmt 0634 E:\CR\FM\K18SE7.016 H18SEPT1DMWilson on DSK7X7S144PROD with HOUSE"
PLAW-119publ38.txt,Sep 11 2014,2014-09-11,legislation,"VerDate Sep 11 2014 12:46 Dec 09, 2025 Jkt 069139 PO 00038 Frm 00001 Fmt 6579 Sfmt 6579 E:\PUBLAW\PUBL038.119 PUBL038whamilton on LAP1Z6H6L3PROD with PUBLAW"
PLAW-119publ38.txt,Sep 11 2014,2014-09-11,legislation,"VerDate Sep 11 2014 12:46 Dec 09, 2025 Jkt 069139 PO 00038 Frm 00002 Fmt 6580 Sfmt 6581 E:\PUBLAW\PUBL038.119 PUBL038whamilton on LAP1Z6H6L3PROD with PUBLAW"
PLAW-119publ38.txt,Sep 11 2014,2014-09-11,legislation,"VerDate Sep 11 2014 12:46 Dec 09, 2025 Jkt 069139 PO 00038 Frm 00003 Fmt 6580 Sfmt 6581 E:\PUBLAW\PUBL038.119 PUBL038whamilton on LAP1Z6H6L3PROD with PUBLAW"
PLAW-119publ38.txt,Sep 11 2014,2014-09-11,legislation,"VerDate Sep 11 2014 12:46 Dec 09, 2025 Jkt 069139 PO 00038 Frm 00004 Fmt 6580 Sfmt 6580 E:\PUBLAW\PUBL038.119 PUBL038whamilton on LAP1Z6H6L3PROD with PUBLAW"
13-2168_AnsBriefMerits(Epstein)_092414.txt,09/24/2014,2014-09-24,legislation,Filing #18616232 Electronically Filed 09/24/2014 01:35:04 PM
13-2168_AnsBriefMerits(Epstein)_092414.txt,9/24/2014,2014-09-24,legislation,"RECEIVED, 9/24/2014 13:38:40, JohnA.Tomasino, Clerk, Supreme Court"
13-2168_ReplyBriefMerits_102014.txt,10/20/2014,2014-10-20,legislation,Lincoln@ConnollyJustice.com Filing # 19601283 Electronically Filed 10/20/2014 08:37:36 PM
13-2168_ReplyBriefMerits_102014.txt,10/20/2014,2014-10-20,legislation,"RECEIVED, 10/20/2014 20:38:44, John A. Tomasino, Clerk, Supreme Court"
EFTA00008998.txt,"April 22, 2016",2016-04-22,legislation,"21. On or about April 22, 2016, in the Southern"
EFTA00008998.txt,"July 22, 2016",2016-07-22,legislation,"23. On or about July 22, 2016, in the Southern"
23-085.txt,"September 6, 2018",2018-09-06,unknown,"Federal Bureau of Prisons’ ( BOP ) records reflect that on September 6, 2018, the Warden submitted a"
GOVPUB-J37-PURL-gpo214716.txt,"September 6, 2018",2018-09-06,unknown,"Federal Bureau of Prisons’ ( BOP ) records reflect that on September 6, 2018, the Warden submitted a"
23-085.txt,"September  21, 2018",2018-09-21,unknown,"September  21, 2018, a contract in the amount of $698,108.99 was awarded to Company  1 to provide various"
GOVPUB-J37-PURL-gpo214716.txt,"September  21, 2018",2018-09-21,unknown,"September  21, 2018, a contract in the amount of $698,108.99 was awarded to Company  1 to provide various"
23-085.txt,"September 24, 2018",2018-09-24,unknown,"equipment for the project and associated labor.  On September 24, 2018, a separate contract in the amount of $34,089.28 was awarded to Company 2 to provide assorted networking equipment and wiring needed to"
GOVPUB-J37-PURL-gpo214716.txt,"September 24, 2018",2018-09-24,unknown,"equipment for the project and associated labor.  On September 24, 2018, a separate contract in the amount of $34,089.28 was awarded to Company 2 to provide assorted networking equipment and wiring needed to"
23-085.txt,"December 1, 2018",2018-12-01,unknown,"camera system.  The memorandum identified an es timated project start date of December 1, 2018, and an"
GOVPUB-J37-PURL-gpo214716.txt,"December 1, 2018",2018-12-01,unknown,"camera system.  The memorandum identified an es timated project start date of December 1, 2018, and an"
23-085.txt,"February 9, 2019",2019-02-09,unknown,"estimated completion date of February 9, 2019.  The BOP approved the funding request, and on"
GOVPUB-J37-PURL-gpo214716.txt,"February 9, 2019",2019-02-09,unknown,"estimated completion date of February 9, 2019.  The BOP approved the funding request, and on"
23-085.txt,"March 17, 2019",2019-03-17,unknown,"facility, so beginning the week of March 17, 2019, the BOP’s Northeast Regional Office arranged for"
GOVPUB-J37-PURL-gpo214716.txt,"March 17, 2019",2019-03-17,unknown,"facility, so beginning the week of March 17, 2019, the BOP’s Northeast Regional Office arranged for"
23-085.txt,"July 2, 2019",2019-07-02,unknown,"ultimately developed considerable wealth.  On July 2, 2019, a federal grand jury  of the U.S. District Court for"
23-085.txt,"July 2, 2019",2019-07-02,unknown,"July 2, 2019  According to court records, a  federal grand jury  of the U.S. District Court"
23-085.txt,"July 2, 2019",2019-07-02,unknown,"On July 2, 2019, a grand jury  of the U.S. District Court for the Southern District of New York  returned a two -"
GOVPUB-J37-PURL-gpo214716.txt,"July 2, 2019",2019-07-02,unknown,"ultimately developed considerable wealth.  On July 2, 2019, a federal grand jury  of the U.S. District Court for"
GOVPUB-J37-PURL-gpo214716.txt,"July 2, 2019",2019-07-02,unknown,"July 2, 2019  According to court records, a  federal grand jury  of the U.S. District Court"
GOVPUB-J37-PURL-gpo214716.txt,"July 2, 2019",2019-07-02,unknown,"On July 2, 2019, a grand jury  of the U.S. District Court for the Southern District of New York  returned a two -"
2025.08.05-Subpoena-Cover-Letters.txt,"July 6, 2019",2019-07-06,subpoena,"n July 6, 2019, federal authorities arrested Mr. Jeffrey Epstein and two days later an"
2025.08.05-Subpoena-Cover-Letters.txt,"July 6, 2019",2019-07-06,subpoena,"On July 6, 2019, federal authorities arrested Mr. Jeffrey Epstein and two days later an"
2025.08.05-Subpoena-Cover-Letters.txt,"July 6, 2019",2019-07-06,subpoena,"On July 6, 2019, federal authorities arrested Mr. Jeffrey Epstein and two days later an"
2025.08.05-Subpoena-Cover-Letters.txt,"July 6, 2019",2019-07-06,subpoena,"On July 6, 2019, while you were Attorney General, federal authorities arrested Mr."
2025.08.05-Subpoena-Cover-Letters.txt,"July 6, 2019",2019-07-06,subpoena,"On July 6, 2019, federal authorities arrested Mr. Jeffrey Epstein and two days later an"
2025.08.05-Subpoena-Cover-Letters.txt,"July 6, 2019",2019-07-06,subpoena,"On July 6, 2019, federal authorities arrested Mr. Jeffrey Epstein and two days later an"
2025.08.05-Subpoena-Cover-Letters.txt,"July 6, 2019",2019-07-06,subpoena,"On July 6, 2019, federal authorities arrested Mr. Jeffrey Epstein and two days later an"
2025.08.05-Subpoena-Cover-Letters.txt,"July 6, 2019",2019-07-06,subpoena,"On July 6, 2019, federal authorities arrested Mr. Jeffrey Epstein and two days later an"
2025.08.05-Subpoena-Cover-Letters.txt,"July 6, 2019",2019-07-06,subpoena,"On July 6, 2019, federal authorities arrested Mr. Jeffrey Epstein and two days later an"
2025.08.05-Subpoena-Cover-Letters.txt,"July 6, 2019",2019-07-06,subpoena,"On July 6, 2019, federal authorities arrested Mr. Jeffrey Epstein and two days later an"
2025.08.05-Subpoena-Cover-Letters.txt,"July 6, 2019",2019-07-06,subpoena,"On July 6, 2019, federal authorities arrested Mr. Jeffrey Epstein and two days later an"
2025.08.25-Subpoena-Cover-Letter-to-Epstein-Estate.txt,"July 6, 2019",2019-07-06,subpoena,"On July 6, 2019, federal authorities arrested Mr. Epstein, and two days later an indictment was unsealed in the U.S. District Court for the Southern District for New York charging him with sex trafficking of minors and conspiracy to engage in sex trafficking of minors."
23-085.txt,"July 6, 2019",2019-07-06,unknown,"federal sex trafficking charges on July 6, 2019, until his death on August 10.   Epstein is Assigned to  the SHU  on July 7"
23-085.txt,"July 6, 2019",2019-07-06,unknown,"of Epstein during his detention at the facility from his arrest on July 6, 2019, until his death on"
23-085.txt,"July 6, 2019",2019-07-06,unknown,"On July 6, 2019, Epstein was arrested at Teterboro Airport in New Jersey upon his return to the United States"
23-085.txt,"July 6, 2019",2019-07-06,unknown,"July 6, 2019  Epstein is arrested at an airport in N ew Jersey  and is transported for"
23-085.txt,"July 6, 2019",2019-07-06,unknown,"On Saturday, July 6, 2019, Epstein was arrested at Teterboro Airport in New Jersey upon his return to the"
23-085.txt,"July 6, 2019",2019-07-06,unknown,"On Saturday, July 6, 2019 , at 9:38 p.m., upon Epstein’s intake into MCC  New York , he was medical ly screened"
GOVPUB-J37-PURL-gpo214716.txt,"July 6, 2019",2019-07-06,unknown,"federal sex trafficking charges on July 6, 2019, until his death on August 10.   Epstein is Assigned to  the SHU  on July 7"
GOVPUB-J37-PURL-gpo214716.txt,"July 6, 2019",2019-07-06,unknown,"of Epstein during his detention at the facility from his arrest on July 6, 2019, until his death on"
GOVPUB-J37-PURL-gpo214716.txt,"July 6, 2019",2019-07-06,unknown,"On July 6, 2019, Epstein was arrested at Teterboro Airport in New Jersey upon his return to the United States"
GOVPUB-J37-PURL-gpo214716.txt,"July 6, 2019",2019-07-06,unknown,"July 6, 2019  Epstein is arrested at an airport in N ew Jersey  and is transported for"
GOVPUB-J37-PURL-gpo214716.txt,"July 6, 2019",2019-07-06,unknown,"On Saturday, July 6, 2019, Epstein was arrested at Teterboro Airport in New Jersey upon his return to the"
GOVPUB-J37-PURL-gpo214716.txt,"July 6, 2019",2019-07-06,unknown,"On Saturday, July 6, 2019 , at 9:38 p.m., upon Epstein’s intake into MCC  New York , he was medical ly screened"
23-085.txt,"July 7, 2019",2019-07-07,unknown,"in their cells for approximately 23 hours a day, to ensure their own safety as well as the safety of staff and other inmates.   Epstein had been placed in the SHU on July 7, 2019, the day after his arrest,  due to the"
23-085.txt,"July 7, 2019",2019-07-07,unknown,"New York ’s general inmate population, but on July 7, 2019, he was moved to the Special Housing Unit (SHU)"
23-085.txt,"July 7, 2019",2019-07-07,unknown,"July 7, 2019  An M CC New York Facilities Assistant  asks the Psychology Department  to"
23-085.txt,"July 7, 2019",2019-07-07,unknown,"Epstein w as initially assigned to  MCC  New York ’s general  inmate  population, but on July 7, 2019, at"
23-085.txt,"July 7, 2019",2019-07-07,unknown,"Epstein’s initial transfer to the SHU  on July 7, 2019 , he was assigned a cell in the M T ier of the SHU with"
23-085.txt,"July 7, 2019",2019-07-07,unknown,"At 2: 58 a.m. on Sunday, July 7, 2019, a Facilities Assistant emailed the Psychology Department asking that"
GOVPUB-J37-PURL-gpo214716.txt,"July 7, 2019",2019-07-07,unknown,"in their cells for approximately 23 hours a day, to ensure their own safety as well as the safety of staff and other inmates.   Epstein had been placed in the SHU on July 7, 2019, the day after his arrest,  due to the"
GOVPUB-J37-PURL-gpo214716.txt,"July 7, 2019",2019-07-07,unknown,"New York ’s general inmate population, but on July 7, 2019, he was moved to the Special Housing Unit (SHU)"
GOVPUB-J37-PURL-gpo214716.txt,"July 7, 2019",2019-07-07,unknown,"July 7, 2019  An M CC New York Facilities Assistant  asks the Psychology Department  to"
GOVPUB-J37-PURL-gpo214716.txt,"July 7, 2019",2019-07-07,unknown,"Epstein w as initially assigned to  MCC  New York ’s general  inmate  population, but on July 7, 2019, at"
GOVPUB-J37-PURL-gpo214716.txt,"July 7, 2019",2019-07-07,unknown,"Epstein’s initial transfer to the SHU  on July 7, 2019 , he was assigned a cell in the M T ier of the SHU with"
GOVPUB-J37-PURL-gpo214716.txt,"July 7, 2019",2019-07-07,unknown,"At 2: 58 a.m. on Sunday, July 7, 2019, a Facilities Assistant emailed the Psychology Department asking that"
2025.08.05-Subpoena-Cover-Letters.txt,"July 8, 2019",2019-07-08,subpoena,"Minors  (July 8, 2019)."
2025.08.05-Subpoena-Cover-Letters.txt,"July 8, 2019",2019-07-08,subpoena,"Minors  (July 8, 2019)."
2025.08.05-Subpoena-Cover-Letters.txt,"July 8, 2019",2019-07-08,subpoena,"Minors  (July 8, 2019)."
2025.08.05-Subpoena-Cover-Letters.txt,"July 8, 2019",2019-07-08,subpoena,"Minors  (July 8, 2019)."
2025.08.05-Subpoena-Cover-Letters.txt,"July 8, 2019",2019-07-08,subpoena,"Minors  (July 8, 2019)."
2025.08.05-Subpoena-Cover-Letters.txt,"July 8, 2019",2019-07-08,subpoena,"Minors  (July 8, 2019)."
2025.08.05-Subpoena-Cover-Letters.txt,"July 8, 2019",2019-07-08,subpoena,"Minors  (July 8, 2019)."
2025.08.05-Subpoena-Cover-Letters.txt,"July 8, 2019",2019-07-08,subpoena,"Minors  (July 8, 2019)."
2025.08.05-Subpoena-Cover-Letters.txt,"July 8, 2019",2019-07-08,subpoena,"Minors  (July 8, 2019)."
2025.08.05-Subpoena-Cover-Letters.txt,"July 8, 2019",2019-07-08,subpoena,"Minors  (July 8, 2019)."
2025.08.05-Subpoena-Cover-Letters.txt,"July 8, 2019",2019-07-08,subpoena,"Minors  (July 8, 2019)."
2025.08.25-Subpoena-Cover-Letter-to-Epstein-Estate.txt,"July 8, 2019",2019-07-08,subpoena,"Minors  (July 8, 2019)."
23-085.txt,"July 8, 2019",2019-07-08,unknown,"July 8, 2019  According to court records, Epstein is arraigned in federal court and"
23-085.txt,"July 8, 2019",2019-07-08,unknown,"well as the safety of sta ff and other inmates .  On Monday, July 8, 2019, Epstein appeared in federal court"
23-085.txt,"July 8, 2019",2019-07-08,unknown,"On July 8, 2019, Forensic Psychologist 1 of the Psychology Department conducted an Intake Screening of"
23-085.txt,"July 8, 2019",2019-07-08,unknown,"Subsequent to the intake screening, on July 8, 2019, the Chief Psychologist consulted with the National"
23-085.txt,"July 8, 2019",2019-07-08,unknown,"When Epstein returned  from court on July 8, 2019, it was after duty hours and  MCC New York  staff contacted"
GOVPUB-J37-PURL-gpo214716.txt,"July 8, 2019",2019-07-08,unknown,"July 8, 2019  According to court records, Epstein is arraigned in federal court and"
GOVPUB-J37-PURL-gpo214716.txt,"July 8, 2019",2019-07-08,unknown,"well as the safety of sta ff and other inmates .  On Monday, July 8, 2019, Epstein appeared in federal court"
GOVPUB-J37-PURL-gpo214716.txt,"July 8, 2019",2019-07-08,unknown,"On July 8, 2019, Forensic Psychologist 1 of the Psychology Department conducted an Intake Screening of"
GOVPUB-J37-PURL-gpo214716.txt,"July 8, 2019",2019-07-08,unknown,"Subsequent to the intake screening, on July 8, 2019, the Chief Psychologist consulted with the National"
GOVPUB-J37-PURL-gpo214716.txt,"July 8, 2019",2019-07-08,unknown,"When Epstein returned  from court on July 8, 2019, it was after duty hours and  MCC New York  staff contacted"
23-085.txt,"July 9, 2019",2019-07-09,unknown,"July 9, 2019  The Psychology Department  administers  a formal, in -person suicide risk"
23-085.txt,"July 9, 2019",2019-07-09,unknown,"On July 9, 2019, the Chief Psychologist conducted a suicide assessment of Epstein.  She  review ed Epstein’s"
23-085.txt,"July 9, 2019",2019-07-09,unknown,"Chief Psychologist on July 9, 2019, in which Epst ein had denied a history of mental health treatment and"
GOVPUB-J37-PURL-gpo214716.txt,"July 9, 2019",2019-07-09,unknown,"July 9, 2019  The Psychology Department  administers  a formal, in -person suicide risk"
GOVPUB-J37-PURL-gpo214716.txt,"July 9, 2019",2019-07-09,unknown,"On July 9, 2019, the Chief Psychologist conducted a suicide assessment of Epstein.  She  review ed Epstein’s"
GOVPUB-J37-PURL-gpo214716.txt,"July 9, 2019",2019-07-09,unknown,"Chief Psychologist on July 9, 2019, in which Epst ein had denied a history of mental health treatment and"
23-085.txt,"July 10, 2019",2019-07-10,unknown,"July 10, 2019  The Psychology Department  remove s Epstein from psychological"
23-085.txt,"July 10, 2019",2019-07-10,unknown,"On July 10, 2019, the Chief Psychologist met  with Epstein for a psychological observation and  noted that,"
GOVPUB-J37-PURL-gpo214716.txt,"July 10, 2019",2019-07-10,unknown,"July 10, 2019  The Psychology Department  remove s Epstein from psychological"
GOVPUB-J37-PURL-gpo214716.txt,"July 10, 2019",2019-07-10,unknown,"On July 10, 2019, the Chief Psychologist met  with Epstein for a psychological observation and  noted that,"
23-085.txt,"July 11, 2019",2019-07-11,unknown,"July 11, 2019  An MCC New York psychologist me ets with Epstein briefly and"
23-085.txt,"July 11, 2019",2019-07-11,unknown,"The following day, July 11, 2019, the Staff Psychologist  attempted to see Epstein in the morning and"
GOVPUB-J37-PURL-gpo214716.txt,"July 11, 2019",2019-07-11,unknown,"July 11, 2019  An MCC New York psychologist me ets with Epstein briefly and"
GOVPUB-J37-PURL-gpo214716.txt,"July 11, 2019",2019-07-11,unknown,"The following day, July 11, 2019, the Staff Psychologist  attempted to see Epstein in the morning and"
23-085.txt,"July 15, 2019",2019-07-15,unknown,"hearing for July 15, 2019."
23-085.txt,"July 15, 2019",2019-07-15,unknown,"July 15, 2019  According to court records, Epstein appear s in court for his"
23-085.txt,"July 15, 2019",2019-07-15,unknown,"detention hearing  scheduled  for July 15, 2019."
23-085.txt,"July 15, 2019",2019-07-15,unknown,"trial release on July 15, 2019.  On July 18, 2019, the court ordered that Epstein be detained pending trial.  In"
GOVPUB-J37-PURL-gpo214716.txt,"July 15, 2019",2019-07-15,unknown,"hearing for July 15, 2019."
GOVPUB-J37-PURL-gpo214716.txt,"July 15, 2019",2019-07-15,unknown,"July 15, 2019  According to court records, Epstein appear s in court for his"
GOVPUB-J37-PURL-gpo214716.txt,"July 15, 2019",2019-07-15,unknown,"detention hearing  scheduled  for July 15, 2019."
GOVPUB-J37-PURL-gpo214716.txt,"July 15, 2019",2019-07-15,unknown,"trial release on July 15, 2019.  On July 18, 2019, the court ordered that Epstein be detained pending trial.  In"
23-085.txt,"July 16, 2019",2019-07-16,unknown,"July 16, 2019  At Epstein’s request, a n MCC New York  psychologist me ets with him"
23-085.txt,"July 16, 2019",2019-07-16,unknown,"On July 16, 2019, at Epstein’s request, the Chief Psychologist met  with Epstein during his attorney"
23-085.txt,"July 16, 2019",2019-07-16,unknown,"Psychologist ’s meeting with Epstein on July 16, 2019 , at Epstein’s  request during his a ttorney conference was"
GOVPUB-J37-PURL-gpo214716.txt,"July 16, 2019",2019-07-16,unknown,"July 16, 2019  At Epstein’s request, a n MCC New York  psychologist me ets with him"
GOVPUB-J37-PURL-gpo214716.txt,"July 16, 2019",2019-07-16,unknown,"On July 16, 2019, at Epstein’s request, the Chief Psychologist met  with Epstein during his attorney"
GOVPUB-J37-PURL-gpo214716.txt,"July 16, 2019",2019-07-16,unknown,"Psychologist ’s meeting with Epstein on July 16, 2019 , at Epstein’s  request during his a ttorney conference was"
23-085.txt,"July 18, 2019",2019-07-18,unknown,"July 18, 2019  According to court records, Epstein appear s in court for a ruling on the"
23-085.txt,"July 18, 2019",2019-07-18,unknown,"trial release on July 15, 2019.  On July 18, 2019, the court ordered that Epstein be detained pending trial.  In"
23-085.txt,"July 18, 2019",2019-07-18,unknown,"On July 18, 2019, the Chief Psychologist conducted  a monthly SHU review and noted that Epstein was"
GOVPUB-J37-PURL-gpo214716.txt,"July 18, 2019",2019-07-18,unknown,"July 18, 2019  According to court records, Epstein appear s in court for a ruling on the"
GOVPUB-J37-PURL-gpo214716.txt,"July 18, 2019",2019-07-18,unknown,"trial release on July 15, 2019.  On July 18, 2019, the court ordered that Epstein be detained pending trial.  In"
GOVPUB-J37-PURL-gpo214716.txt,"July 18, 2019",2019-07-18,unknown,"On July 18, 2019, the Chief Psychologist conducted  a monthly SHU review and noted that Epstein was"
23-085.txt,"July 22, 2019",2019-07-22,unknown,"July 22, 2019  According to court records, Epstein file s an appeal of the court’s order"
23-085.txt,"July 22, 2019",2019-07-22,unknown,"his employees during the sex trafficking conspiracy.   Epstein appealed the court’s order on July 22, 2019."
GOVPUB-J37-PURL-gpo214716.txt,"July 22, 2019",2019-07-22,unknown,"July 22, 2019  According to court records, Epstein file s an appeal of the court’s order"
GOVPUB-J37-PURL-gpo214716.txt,"July 22, 2019",2019-07-22,unknown,"his employees during the sex trafficking conspiracy.   Epstein appealed the court’s order on July 22, 2019."
23-085.txt,"July 23, 2019",2019-07-23,unknown,"placed on suicide watch and psychological observation due to the events of July 23, 2019; that numerous"
23-085.txt,"July 23, 2019",2019-07-23,unknown,"July 23, 2019  At approximately 1:27 a.m. , SHU staff hears  noises coming from Epstein’s"
23-085.txt,"July 23, 2019",2019-07-23,unknown,"July 23, 2019. July 29, 2019  Psychology Department staff determine that Epstein can be released"
23-085.txt,"July 23, 2019",2019-07-23,unknown,"into the incident on July 23, 2019 , and f inds  that there i s insufficient"
23-085.txt,"July 23, 2019",2019-07-23,unknown,"According to BOP documents, a t approximately 1:27 a.m. on July 23, 2019 , Senior Officer Specialists 1 and 2"
23-085.txt,"July 23, 2019",2019-07-23,unknown,"statement to BOP officials at approximately 2:50 p.m. on July 23, 2019."
23-085.txt,"July 23, 2019",2019-07-23,unknown,"According to BOP records, m edical staff evaluated Epstein at approximately 6:20 a.m. on July 23, 2019, and"
23-085.txt,"July 23, 2019",2019-07-23,unknown,"how he obtained the marks around his neck.   On August 2, 2019, the SIS investigation into the July 23, 2019 ,"
23-085.txt,"July 23, 2019",2019-07-23,unknown,"As noted previously , at approximately 1:27 a.m.  on July 23, 2019, Epstein was found lying on the floor of his"
23-085.txt,"July 23, 2019",2019-07-23,unknown,"Also on July 23, 2019 , the Staff Psychologist conducted a suicide risk assessment that included a clinical"
23-085.txt,"July 23, 2019",2019-07-23,unknown,"July 23, 2019 , which resulted in him being placed on suicide watch.  Additionally, o n each date, Epstein was"
23-085.txt,"July 23, 2019",2019-07-23,unknown,"good spirits.  She said that d uring this clinical visit, Epstein said he was baffled over the July 23, 2019 incident"
23-085.txt,"July 23, 2019",2019-07-23,unknown,"the July 23, 2019 incident may be impaired because of his s leep apnea .  On this date, Epstein was to receive"
23-085.txt,"July 23, 2019",2019-07-23,unknown,"specifically tattooing or s elf-mutilation,  for the incident that occurred on July 23, 2019.  In conducting the"
23-085.txt,"July 23, 2019",2019-07-23,unknown,"suicide risk assessment that she herself completed, dated July 23, 2019, which  stated that it was unclear at"
23-085.txt,"July 23, 2019",2019-07-23,unknown,"due to the events of July 23, 2019 ; that numerous nooses made from prison bed sheets were found in his"
23-085.txt,"July 23, 2019",2019-07-23,unknown,"New  York Psychology Departm ent directive issued after the July 23, 2019 incident in which Epstein was"
23-085.txt,"July 23, 2019",2019-07-23,unknown,"directive that Epstein have an appropriate ce llmate arose out of the events that occurred on July 23, 2019,"
23-085.txt,"July 23, 2019",2019-07-23,unknown,"leadership selected Inmate 3 as Epstein’s cellmate following the events of July 23, 2019.  The Warden told"
23-085.txt,"July 23, 2019",2019-07-23,unknown,"who responded to the July 23, 2019 incident involving Epstein, which resulted in him being placed on suicide"
23-085.txt,"July 23, 2019",2019-07-23,unknown,"A review of the Suicide Watch Chronological Logs for July 23, 2019 , revealed Epstein was allowed to leave the"
GOVPUB-J37-PURL-gpo214716.txt,"July 23, 2019",2019-07-23,unknown,"placed on suicide watch and psychological observation due to the events of July 23, 2019; that numerous"
GOVPUB-J37-PURL-gpo214716.txt,"July 23, 2019",2019-07-23,unknown,"July 23, 2019  At approximately 1:27 a.m. , SHU staff hears  noises coming from Epstein’s"
GOVPUB-J37-PURL-gpo214716.txt,"July 23, 2019",2019-07-23,unknown,"July 23, 2019. July 29, 2019  Psychology Department staff determine that Epstein can be released"
GOVPUB-J37-PURL-gpo214716.txt,"July 23, 2019",2019-07-23,unknown,"into the incident on July 23, 2019 , and f inds  that there i s insufficient"
GOVPUB-J37-PURL-gpo214716.txt,"July 23, 2019",2019-07-23,unknown,"According to BOP documents, a t approximately 1:27 a.m. on July 23, 2019 , Senior Officer Specialists 1 and 2"
GOVPUB-J37-PURL-gpo214716.txt,"July 23, 2019",2019-07-23,unknown,"statement to BOP officials at approximately 2:50 p.m. on July 23, 2019."
GOVPUB-J37-PURL-gpo214716.txt,"July 23, 2019",2019-07-23,unknown,"According to BOP records, m edical staff evaluated Epstein at approximately 6:20 a.m. on July 23, 2019, and"
GOVPUB-J37-PURL-gpo214716.txt,"July 23, 2019",2019-07-23,unknown,"how he obtained the marks around his neck.   On August 2, 2019, the SIS investigation into the July 23, 2019 ,"
GOVPUB-J37-PURL-gpo214716.txt,"July 23, 2019",2019-07-23,unknown,"As noted previously , at approximately 1:27 a.m.  on July 23, 2019, Epstein was found lying on the floor of his"
GOVPUB-J37-PURL-gpo214716.txt,"July 23, 2019",2019-07-23,unknown,"Also on July 23, 2019 , the Staff Psychologist conducted a suicide risk assessment that included a clinical"
GOVPUB-J37-PURL-gpo214716.txt,"July 23, 2019",2019-07-23,unknown,"July 23, 2019 , which resulted in him being placed on suicide watch.  Additionally, o n each date, Epstein was"
GOVPUB-J37-PURL-gpo214716.txt,"July 23, 2019",2019-07-23,unknown,"good spirits.  She said that d uring this clinical visit, Epstein said he was baffled over the July 23, 2019 incident"
GOVPUB-J37-PURL-gpo214716.txt,"July 23, 2019",2019-07-23,unknown,"the July 23, 2019 incident may be impaired because of his s leep apnea .  On this date, Epstein was to receive"
GOVPUB-J37-PURL-gpo214716.txt,"July 23, 2019",2019-07-23,unknown,"specifically tattooing or s elf-mutilation,  for the incident that occurred on July 23, 2019.  In conducting the"
GOVPUB-J37-PURL-gpo214716.txt,"July 23, 2019",2019-07-23,unknown,"suicide risk assessment that she herself completed, dated July 23, 2019, which  stated that it was unclear at"
GOVPUB-J37-PURL-gpo214716.txt,"July 23, 2019",2019-07-23,unknown,"due to the events of July 23, 2019 ; that numerous nooses made from prison bed sheets were found in his"
GOVPUB-J37-PURL-gpo214716.txt,"July 23, 2019",2019-07-23,unknown,"New  York Psychology Departm ent directive issued after the July 23, 2019 incident in which Epstein was"
GOVPUB-J37-PURL-gpo214716.txt,"July 23, 2019",2019-07-23,unknown,"directive that Epstein have an appropriate ce llmate arose out of the events that occurred on July 23, 2019,"
GOVPUB-J37-PURL-gpo214716.txt,"July 23, 2019",2019-07-23,unknown,"leadership selected Inmate 3 as Epstein’s cellmate following the events of July 23, 2019.  The Warden told"
GOVPUB-J37-PURL-gpo214716.txt,"July 23, 2019",2019-07-23,unknown,"who responded to the July 23, 2019 incident involving Epstein, which resulted in him being placed on suicide"
GOVPUB-J37-PURL-gpo214716.txt,"July 23, 2019",2019-07-23,unknown,"A review of the Suicide Watch Chronological Logs for July 23, 2019 , revealed Epstein was allowed to leave the"
23-085.txt,"July 24, 2019",2019-07-24,unknown,"July 24, 2019  At approximately 8:45 a.m. , Epstein is removed from suicide watch but"
23-085.txt,"July 24, 2019",2019-07-24,unknown,"Medical staff examined Epstein at approximately 1:08 p.m. the following day, July 24, 2019, and observed"
23-085.txt,"July 24, 2019",2019-07-24,unknown,"On July 24, 2019, at approximately 8:45 a.m., Epstein was removed from suicide watch.  However, Epstein"
23-085.txt,"July 24, 2019",2019-07-24,unknown,"On July 24, 2019, after 31 hours and 5 minutes, Epstein was removed from suicide watch.  Epstein remained"
23-085.txt,"July 24, 2019",2019-07-24,unknown,"2019.29  Also o n July 24, 2019, Forensic Psychologist 2  completed a Post Suicide Watch Report.  According to"
23-085.txt,"July 24, 2019",2019-07-24,unknown,"that following  her clinical visit with Epstein on July 24, 2019, she was cautious with Epstein’s case and his"
GOVPUB-J37-PURL-gpo214716.txt,"July 24, 2019",2019-07-24,unknown,"July 24, 2019  At approximately 8:45 a.m. , Epstein is removed from suicide watch but"
GOVPUB-J37-PURL-gpo214716.txt,"July 24, 2019",2019-07-24,unknown,"Medical staff examined Epstein at approximately 1:08 p.m. the following day, July 24, 2019, and observed"
GOVPUB-J37-PURL-gpo214716.txt,"July 24, 2019",2019-07-24,unknown,"On July 24, 2019, at approximately 8:45 a.m., Epstein was removed from suicide watch.  However, Epstein"
GOVPUB-J37-PURL-gpo214716.txt,"July 24, 2019",2019-07-24,unknown,"On July 24, 2019, after 31 hours and 5 minutes, Epstein was removed from suicide watch.  Epstein remained"
