date,year,company,event,category,snippet,source_url
2018-01-01,2018,Nanobiotix,Metal-based NanoEnhancers for Future Radiotherapy,Clinical_Milestone,"by Y Liu · 2018 · Cited by 346 — NBTXR3, the functionalized HfO2 NPs developed by Nanobiotix (http://www.nanobiotix.com/_en/), are 50-nm-sized crystalline nanoparticles bearing a negative ...",https://pmc.ncbi.nlm.nih.gov/articles/PMC5858503/
2018-01-01,2018,Nanobiotix,Combining radiation plus immunotherapy to improve systemic ...,General_Update,"by TR Cushman · 2018 · Cited by 64 — Together, radiation and immunotherapy offer potential to eliminate metastatic disease, reduce time to recurrence and improve overall survival.",https://jtd.amegroups.org/article/view/18820/html
2018-01-01,2018,Nanobiotix,Priming the body to receive the therapeutic agent ...,General_Update,by M Germain · 2018 · Cited by 24 — Here we introduce the concept of priming the body to receive the treatment by uncorrelating these functions into two distinct objects sequentially administered.,https://www.nature.com/articles/s41598-018-23140-9
2018-01-01,2018,Nanobiotix,Bone sarcomas: ESMO–PaedCan–EURACAN Clinical ...,Clinical_Milestone,"by PG Casali · 2018 · Cited by 667 — Primary bone tumours are rare, accounting for < 0.2% of malignant neoplasms registered in the EUROCARE (European Cancer Registry based study on survival and ...",https://www.sciencedirect.com/science/article/pii/S0923753419317120
2018-01-01,2018,Nanobiotix,Draft Proposal for PhD Research,General_Update,by TP Letaba · 2018 · Cited by 2 — This research responds to the complexities associated with technology roadmap development in South Africa and other developing countries. It seeks to.,https://repository.up.ac.za/server/api/core/bitstreams/06740d37-e52d-42f9-a6e4-7350ec7956df/content
2018-01-01,2018,Nanobiotix,Clinical Development of Novel Drug-Radiotherapy ...,Clinical_Milestone,"by SS Ahmad · 2018 · Cited by 76 — While no new drug-radiotherapy combinations have passed regulatory approval during this period, the FDA has approved more than 130 novel drug indications in ...",https://pmc.ncbi.nlm.nih.gov/articles/PMC6397668/
2018-01-01,2018,Nanobiotix,33rd Annual Meeting & Pre-Conference Programs of the ...,Clinical_Milestone,"2018. Ethics Approval. The study was approved by IACUC at the hosting institutions ... FDA-approved ICIs including Ipilimumab, Atezolizumab, Nivolumab, and ...",https://link.springer.com/article/10.1186/s40425-018-0423-x
2018-01-01,2018,Nanobiotix,Rational Approaches for Combination Therapy for Solid Tumors,Clinical_Milestone,by AW Tolcher · 2018 · Cited by 115 — This review focuses on ongoing or completed clinical trials with combination targeted therapies for solid tumors and highlights the successes and ongoing ...,https://aacrjournals.org/mct/article/17/1/3/92342/Rational-Approaches-for-Combination-Therapy
2018-02-07,2018,Nanobiotix,放射治疗联合免疫治疗可提高全身免疫反应 - JTD杂志中文版,General_Update,SABR又被称为立体定向全身放射治疗（stereotactic body radiation therapy，SBRT），是作为一种非侵入性的治疗方法，可达到90%以上的局部控制，提高了生存率并且毒性作用和不良 ...,https://jtd-zh.amegroups.cn/article?id=174
2018-02-20,2018,Nanobiotix,Nanoclay - an overview,Clinical_Milestone,"The novel cancer nanotherapeutic product NBTXR3 by Nanobiotix is classified as a medical device in EU and as a drug by FDA. For example, the drug ...",https://www.sciencedirect.com/topics/pharmacology-toxicology-and-pharmaceutical-science/nanoclay
2018-04-04,2018,Nanobiotix,医薬品・医療機器産業の企業ニュース配信サービス,Clinical_Milestone,"... Nanobiotix presented preclinical data showing NBTXR3 nanoparticles can activate the cGAS-STING pathway 《米国がん研究会議》 , 非臨床試験データ , 『PEP503 ...",http://www.beagle-hc.com/Joho_ikusei/news_back_201804.html
2018-04-13,2018,Nanobiotix,Sales Revenues at the Potential Expense of Patient Safety,Clinical_Milestone,"MD Anderson, Nanobiotix to collaborate on preclinical research combining NBTXR3, nivolumab · PREVIOUS ISSUE · NEXT ISSUE · Advertisement. YOU MAY BE ...",https://cancerletter.com/trials-and-tribulations/20180413_5/
2018-04-13,2018,Nanobiotix,"Whistleblower suit claims McKesson repackaged, sold ...",Clinical_Milestone,"FDA finalizes guidances to accelerate development of Next Gen sequencing · Karyopharm's Selinexor receive FDA Fast Track designation · MD Anderson, Nanobiotix ...",https://cancerletter.com/the-cancer-letter/20180413_2/
2018-05-11,2018,Nanobiotix,Série: Serialização e a Rastreabilidade de Medicamentos,General_Update,A tendência é claramente a criação de um padrão global com Serialização no nível do artigo para identificar a origem de cada pacote de Medicamentos. Neste ...,https://brazilsfe.blogspot.com/2018/05/Serie-Serializacao-e-a-Rastreabilidade-de-Medicamentos.html
2018-06-22,2018,Nanobiotix,Nanobiotix soars as late-phase cancer trial hits endpoint,Clinical_Milestone,The top-line success against the pathological complete response rate endpoint sent Nanobiotix's stock up by more than 50%. NBTXR3 consists of crystalline ...,https://www.fiercebiotech.com/nanobiotix-soars-as-late-phase-cancer-trial-hits-endpoint
2018-10-15,2018,Nanobiotix,France: Nanobiotix receives EUR 16m of funding through ...,Clinical_Milestone,The proceeds will be used to accelerate the development of the leading innovative product NBTXR3 and preparation of access to the European market.,https://www.eib.org/en/press/all/2018-254-la-bei-soutient-les-activites-rdi-de-la-societe-nanobiotix
2018-11-08,2018,Nanobiotix,Key Technology Trends in Radiation Therapy at ASTRO ...,General_Update,"The system does not yet have any regulatory approvals, but there are several luminary centers already interested in possibly acquiring this technology for use ...",https://www.itnonline.com/content/blogs/dave-fornell-itn-editor-astro/key-technology-trends-radiation-therapy-astro-2018
2019-01-01,2019,Nanobiotix,Phase I/II trial of NBTXR3 activated by SBRT in patients ...,Clinical_Milestone,"by M Pracht · 2019 · Cited by 7 — Conclusions. NBTXR3 was well tolerated and showed preliminary anti-tumor activity, supporting a protocol amendment to evaluate an additional NBTXR3 dose level ...",https://www.annalsofoncology.org/article/S0923-7534(19)58972-4/fulltext
2019-01-01,2019,Nanobiotix,Nanoparticles in the clinic: An update - Anselmo - 2019,Clinical_Milestone,"by AC Anselmo · 2019 · Cited by 1914 — NBTXR3/Hensify is a 50 nm crystalline hafnium oxide nanoparticle with negatively charged phosphate coating, developed and marketed by Nanobiotix.14 NBTXR3/ ...",https://aiche.onlinelibrary.wiley.com/doi/10.1002/btm2.10143
2019-01-01,2019,Nanobiotix,Physical Radiation Enhancement Effects Around Clinically ...,Clinical_Milestone,by B Villagomez-Bernabe · 2019 · Cited by 28 — First-in-Human Study Testing a New Radioenhancer Using Nanoparticles (NBTXR3) Activated by Radiation Therapy in Patients with Locally Advanced Soft Tissue ...,https://www.nature.com/articles/s41598-019-44482-y
2019-01-01,2019,Nanobiotix,Trabectedin and RAdiotherapy in Soft Tissue Sarcoma ...,Clinical_Milestone,by A Gronchi · 2019 · Cited by 66 — Myxoid liposarcoma (ML) exhibits a special sensitivity to trabectedin (T) and radiation therapy (RT). Preclinical data suggest a synergistic effect.,https://pmc.ncbi.nlm.nih.gov/articles/PMC6510725/
2019-01-01,2019,Nanobiotix,34th Annual Meeting & Pre-Conference Programs of the ...,Clinical_Milestone,"by Z Li · 2019 · Cited by 6 — In this study, we combined radiotherapy with checkpoint inhibitor immunotherapy and a radio-enhancing nanoparticle NBTXR3 ... Intl J Cancer (2019) Epub 2019/06/27 ...",https://jitc.biomedcentral.com/articles/10.1186/s40425-019-0764-0
2019-01-01,2019,Nanobiotix,"NBTXR3, a first-in-class radioenhancer hafnium oxide ...",Clinical_Milestone,by S Bonvalot · 2019 · Cited by 523 — This phase 2-3 trial evaluated the safety and efficacy of the hafnium oxide (HfO 2 ) nanoparticle NBTXR3 activated by radiotherapy versus radiotherapy alone as ...,https://pubmed.ncbi.nlm.nih.gov/31296491/
2019-01-01,2019,Nanobiotix,Trabectedin and RAdiotherapy in Soft Tissue Sarcoma ...,Clinical_Milestone,by A Gronchi · 2019 · Cited by 66 — This is the first-in-human clinical study showing the feasibility of the concurrent administration of T and RT in patients affected by localized myxoid ...,https://www.sciencedirect.com/science/article/pii/S2589537019300434
2019-01-01,2019,Nanobiotix,"Thirty Years of Cancer Nanomedicine: Success, Frustration ...",General_Update,"by L Salvioni · 2019 · Cited by 234 — Starting with the enhanced permeability and retention (EPR) effect discovery, nanomedicine has gained a crucial role in cancer treatment.",https://www.mdpi.com/2072-6694/11/12/1855
2019-01-01,2019,Nanobiotix,Nanoparticles in the clinic: An update - PMC,Clinical_Milestone,by AC Anselmo · 2019 · Cited by 1914 — We provide a 3 year update on the current clinical landscape of nanoparticle drug delivery systems and highlight newly approved nanomedicines.,https://pmc.ncbi.nlm.nih.gov/articles/PMC6764803/
2019-01-01,2019,Nanobiotix,Nanoparticles in the Clinic: An Update,General_Update,"by AC Anselmo · 2019 · Cited by 1821 — Approval of the first RNAi therapeutic was a major milestone in the biotech industry and considering that the delivery vehicle was a nanoparticle, approval of ...",https://aiche.onlinelibrary.wiley.com/doi/pdf/10.1002/btm2.10143
2019-01-01,2019,Nanobiotix,Clinical Cancer Advances 2019: Annual Report on ...,Clinical_Milestone,"by SK Pal · 2019 · Cited by 84 — This year, the FDA approved the first treatment for ATCs in almost 50 years, a targeted therapy combination of dabrafenib (Tafinlar; Novartis, East Hanover, NJ) ...",https://ascopubs.org/doi/10.1200/JCO.18.02037
2019-01-01,2019,Nanobiotix,Systemic Treatment Options in Hepatocellular Carcinoma - PMC,Clinical_Milestone,"by L Rimassa · 2019 · Cited by 125 — Based on these data, the US Food and Drug Administration (FDA) granted accelerated approval to pembrolizumab for patients with HCC previously treated with ...",https://pmc.ncbi.nlm.nih.gov/articles/PMC6883446/
2019-01-01,2019,Nanobiotix,Prediction of Drug Approval After Phase I Clinical Trials in ...,Clinical_Milestone,"by G Beinse · 2019 · Cited by 20 — From pharmacologic data and the early clinical trial's PubMed abstracts, RESOLVED2 can predict accurately the time to FDA approval for an antineoplastic agent.",https://ascopubs.org/doi/10.1200/CCI.19.00023
2019-01-01,2019,Nanobiotix,"The great debate at “Immunotherapy Bridge 2018”, Naples ...",General_Update,by PA Ascierto · 2019 · Cited by 5 — This approval is consistent with the concept that tumors with higher mutational burden are more likely to be responsive to immunotherapy. Similar patterns of ...,https://link.springer.com/article/10.1186/s40425-019-0683-0
2019-01-01,2019,Nanobiotix,BRACHYTHERAPY:,General_Update,"Early in 2019, the Commission published a new rule changing the definition to one based on activity, rather than dose. ASTRO continues to support health ...",https://www.astro.org/ASTRO/media/ASTRO/News%20and%20Publications/ASTROnews/PDFs/2019_Spring_ASTROnews.pdf
2019-01-01,2019,Nanobiotix,CXCL14 suppresses human papillomavirus-associated ...,General_Update,by JA Westrich · 2019 · Cited by 58 — Our results suggest that CXCL14 enacts effective tumor suppression through recruitment of CD8 + T cells and restoration of major histocompatibility complex ...,https://www.nature.com/articles/s41388-019-0911-6
2019-04-04,2019,Nanobiotix,NANOBIOTIX ANNOUNCES FIRST EVER ...,General_Update,This innovative product was designed by Nanobiotix to physically destroy tumors and activate the immune system for both local control and systemic disease ...,https://www.massbio.org/news/member-news/nanobiotix-announces-first-ever-radioenhancer-to-receive-european-market-approval/
2019-04-04,2019,Nanobiotix,Nanobiotix Announces First Ever Radioenhancer to Receive,Clinical_Milestone,NANOBIOTIX ANNOUNCES FIRST EVER RADIOENHANCER TO RECEIVE EUROPEAN MARKET APPROVAL Hensify®(NBTXR3) received European market approval (CE mark)...,https://www.globenewswire.com/news-release/2019/04/04/1797273/0/en/Nanobiotix-Announces-First-Ever-Radioenhancer-to-Receive-European-Market-Approval.html
2019-04-05,2019,Nanobiotix,MSK's Kirstein: Robotic mastectomy not demonstrated to ...,Clinical_Milestone,Nanobiotix receives European approval for Hensify therapy for sarcoma · Opdivo shows long-term survival results in NSCLC · Findings from ASCO TAPUR trial ...,https://cancerletter.com/conversation-with-the-cancer-letter/20190405_2/
2019-04-08,2019,Nanobiotix,Nanobiotix scores nod in Europe for the radioenhancer ...,Clinical_Milestone,Nanobiotix has preclinical data indicating NBTXR3 switches the tumor ... Shares in Nanobiotix (Euronext Paris:NANO) closed up 19.53% at €14.14 (US ...,https://www.bioworld.com/articles/411196-nanobiotix-scores-nod-in-europe-for-the-radioenhancer-hensify
2019-04-08,2019,Nanobiotix,PharmaEngine partner gains European approval,Corporate_Action,"The company posted net profit of NT$129.36 million for last year, or NT$0.88 in earnings per share, compared with the year-earlier level of NT$387.06 million, ...",https://www.taipeitimes.com/News/biz/archives/2019/04/08/2003712979
2019-04-11,2019,Nanobiotix,Presenters at the 17th BEF,Clinical_Milestone,Nanobiotix is a late stage clinical company pioneering nanomedicine for more than a decade. We intend to significantly change the outcomes for cancer patients ...,https://www.sachsforum.com/17bef-presenters.html
2019-05-15,2019,Nanobiotix,PATENTS OFFICE JOURNAL,General_Update,"The examinations will consist of the following Final Diploma examinations of the PEB. Tuesday. 15 October, 2019. Paper FD4 (P6). 10.00a.m. – 3.00 p.m..",https://www.ipoi.gov.ie/en/ip-search-tools/search-the-journal/download-journals/journal-2385.pdf
2019-07-08,2019,Nanobiotix,"NBTXR3, a first-in-class radioenhancer hafnium oxide ...",Clinical_Milestone,This study validates the mode of action of NBTXR3 since an increased proportion of patients with a pathological complete response—indicating increased tumour ...,https://www.icm.unicancer.fr/sites/default/files/resources/Publication%202019%20Act%20In%20Sarc.pdf
2019-09-22,2019,Nanobiotix,ESMO 2019 abstract list & presentations - Biotech Radar,Clinical_Milestone,"Stock Dashboard Europe · Stock ... Nanobiotix, 756P, Phase I/II trial of NBTXR3 activated by SBRT in patients with hepatocellular carcinoma or liver metastasis.",https://biotechradar.eu/esmo-2019-abstract-list/
2020-01-01,2020,Nanobiotix,NANORAY-1100: A phase I study of NBTXR3 activated by ...,Clinical_Milestone,by CJ Shen · 2020 · Cited by 3 — Preclinical and early clinical data suggest NBTXR3 activated by RT can increase the anti-tumor response yielding both local and systemic (abscopal) effects.,https://ascopubs.org/doi/abs/10.1200/jco.2020.38.5_suppl.tps86
2020-01-01,2020,Nanobiotix,NANORAY-1100: A phase I study of NBTXR3 activated by ...,Clinical_Milestone,by CJ Shen · 2020 · Cited by 3 — Preclinical and early clinical data suggest NBTXR3 activated by RT can increase the anti-tumor response yielding both local and systemic (abscopal) effects.,https://ascopubs.org/doi/10.1200/JCO.2020.38.5_suppl.TPS86
2020-01-01,2020,Nanobiotix,Radiotherapy-Activated Hafnium Oxide Nanoparticles ...,Clinical_Milestone,"by P Zhang · 2020 · Cited by 76 — We demonstrate that radiotherapy-activated NBTXR3 kill more cancer cells than radiotherapy alone, significantly increase immune cell infiltrates both in treated ...",https://pmc.ncbi.nlm.nih.gov/articles/PMC7280060/
2020-01-01,2020,Nanobiotix,Understanding Nanoparticle Toxicity to Direct a Safe-by- ...,Clinical_Milestone,"by JA Damasco · 2020 · Cited by 125 — Although there are several nanoparticles that have been in clinical trials, as of today, only Hensify® (NBTXR3, Nanobiotix, Paris, France) is currently approved ...",https://www.mdpi.com/2079-4991/10/11/2186
2020-01-01,2020,Nanobiotix,Review of clinical applications of radiation-enhancing ...,Clinical_Milestone,"by N Scher · 2020 · Cited by 40 — Ultimately, two nanoparticles stood out for their use in clinical trials in combination with radiotherapy: Hafnium oxide known as NBTXR3 and gadolinium-based ...",https://www.sciencedirect.com/science/article/pii/S2215017X20306834
2020-01-01,2020,Nanobiotix,Enhancing cancer immunotherapy with nanomedicine - PMC,Clinical_Milestone,"by DJ Irvine · 2020 · Cited by 837 — NBTXR3, a first-in-class radioenhancer hafnium oxide nanoparticle, plus radiotherapy versus radiotherapy alone in patients with locally advanced soft-tissue ...",https://pmc.ncbi.nlm.nih.gov/articles/PMC7536618/
2020-01-01,2020,Nanobiotix,Cancer Immunotherapy and Application of Nanoparticles in ...,General_Update,"by TA Debele · 2020 · Cited by 88 — In this review, we have discussed cancer immunotherapy and the application of NPs in cancer immunotherapy, as a carrier of immunotherapeutic agents and as a ...",https://www.mdpi.com/2072-6694/12/12/3773
2020-01-01,2020,Nanobiotix,Survival of soft tissue sarcoma patients after completing six ...,General_Update,"by AJ Verschoor · 2020 · Cited by 26 — EW reports personal fees from Novartis, Lilly, Nanobiotix, Bayer, PharmaMar, Milestone, Menarini and New Oncology, all outside the submitted work. Footnotes.",https://pmc.ncbi.nlm.nih.gov/articles/PMC7488114/
2020-01-01,2020,Nanobiotix,Nanoscintillator-Mediated X-Ray Induced Photodynamic ...,General_Update,"by W Sun · 2020 · Cited by 214 — This review aims to provide an overview of nanoscintillator-mediated X-ray induced PDT (X-PDT) including the concept, the design considerations of ...",https://pmc.ncbi.nlm.nih.gov/articles/PMC6956812/
2020-01-01,2020,Nanobiotix,Managing cancer patients during the COVID-19 pandemic,Clinical_Milestone,by G Curigliano · 2020 · Cited by 360 — The expert panel agreed on 28 consensus statements that can be used to overcome many of the clinical and technical areas of uncertainty.,https://www.sciencedirect.com/science/article/pii/S0923753420399488
2020-01-01,2020,Nanobiotix,The Evolution of Antibody-Drug Conjugates: A Positive ...,General_Update,"by AW Tolcher · 2020 · Cited by 52 — In 2019, an important inflection point occurred when the U.S. Food and Drug Administration approved three new antibody-drug conjugates (ADCs) for the ...",https://ascopubs.org/doi/10.1200/EDBK_281103
2020-01-01,2020,Nanobiotix,Green One-Step Synthesis of Medical Nanoagents for ...,General_Update,"by D Salado-Leza · 2020 · Cited by 15 — This work proposes a simple, fast and green strategy to synthesize small, non-toxic and stable NPs in water with a 100% production rate.",https://pmc.ncbi.nlm.nih.gov/articles/PMC7426062/
2020-01-12,2020,Nanobiotix,Industry News,General_Update,"Articles, news, products, blogs and videos covering the Industry News market.",https://www.auntminnie.com/industry-news?page=521
2020-02-11,2020,Nanobiotix,FDA grants fast track designation to NBTXR3 for head and ...,Clinical_Milestone,"The FDA granted fast track designation to NBTXR3, with or without cetuximab, for the treatment of patients with locally advanced head and neck squamous cell ...",https://www.healio.com/news/hematology-oncology/20200211/fda-grants-fast-track-designation-to-nbtxr3-for-head-and-neck-cancer
2020-02-14,2020,Nanobiotix,FDA approves Pemfexy injection for lung cancer,Clinical_Milestone,"FDA has granted approval Pemfexy, a pemetrexed injection ... FDA grants Nanobiotix Fast Track designation for investigation of NBTXR3 in head and neck.",https://cancerletter.com/drugs-and-targets/20200214_8/
2020-06-30,2020,Nanobiotix,Presenting Companies,General_Update,"Ablexis has established license agreements with eight of the top 15 global pharmaceutical companies, and other public and private biotechnology companies.",https://www.bio.org/sites/default/files/2020-06/BIO%20Digital%202020%20Company%20Presentation%20Start-Up%20Stadium%20Public%20Grid%206%2012.xlsx
2020-08-20,2020,Nanobiotix,2024 Legislative Report,General_Update,"The committee also submits annual financial reports to the General Assembly that include the UCRF's economic impacts, detailed budget and expenditure accounts, ...",https://unclineberger.org/wp-content/uploads/sites/867/2020/08/UCRF-Legislative-Report-FY-2024-UNC-Lineberger.pdf
2020-09-30,2020,Nanobiotix,STING Pathway Targeting Therapeutics and Technologies ...,Corporate_Action,"Based on the likely licensing deal structures and agreements that are expected to be signed in the foreseen future, we have provided an informed estimate on ...",https://www.researchandmarkets.com/reports/5201300/sting-pathway-targeting-therapeutics-and?srsltid=AfmBOoqndD72HY8S_dgPISI6NgfJdbjaqh7bT5oqL5BCLTIiwYHfUzD8
2020-11-03,2020,Nanobiotix,NBTXR3 - Page 1,Clinical_Milestone,"Nanobiotix SA has just presented new data from an open-label preclinical study evaluating the action of its nanoparticle-enhanced radiotherapy, NBTXR3.",https://www.bioworld.com/keywords/24749-nbtxr3
2020-12-28,2020,Nanobiotix,logo-nanobiotix-x2 | Nano Publications,Clinical_Milestone,2020 – ASCO-SITC – NBTXR3 with anti-PD-1 therapy · 2020 – ASCO GI – Treatment of liver cancers with NBTXR3 · 2020 – Treatment of hepatocellular carcinoma and ...,https://bibliography.nanobiotix.com/logo-nanobiotix-x2/
2020-12-31,2020,Nanobiotix,Regulatory data of biopharma companies in 2020,General_Update,"Nanobiotix SA, of Paris, NBTXR-3, Designed to destroy tumors through ... contract during first half of 2020, 3/8/20, Infection. Viiv Healthcare Ltd., of ...",https://www.bioworld.com/content/regulatory-data-2020
2021-01-01,2021,Nanobiotix,A phase I trial evaluating NBTXR3 activated by ...,Clinical_Milestone,"by C Shen · 2021 · Cited by 9 — NBTXR3, a novel radioenhancer administered by direct intratumoral injection (ITI), is designed at the nanoscale to increase RT dose deposit within tumor cells.",https://ascopubs.org/doi/10.1200/JCO.2021.39.15_suppl.2590
2021-01-01,2021,Nanobiotix,NBTXR3 Radiotherapy-Activated Functionalized Hafnium ...,Clinical_Milestone,by P Zhang · 2021 · Cited by 59 — NBTXR3 activated by radiotherapy was also more effective in destroying cancer cells and in controlling tumor growth than radiotherapy alone.,https://pmc.ncbi.nlm.nih.gov/articles/PMC8052129/
2021-01-01,2021,Nanobiotix,Phase I dose-escalation study of NBTXR3 activated by ...,Clinical_Milestone,"by C Hoffmann · 2021 · Cited by 69 — This phase I study assessed the safety of first-in-class radioenhancer nanoparticles, NBTXR3, in elderly or frail patients with locally advanced head and neck ...",https://www.sciencedirect.com/science/article/pii/S0959804921000186
2021-01-01,2021,Nanobiotix,Overcoming Resistance to Anti-PD-1 With Tumor Agnostic ...,Clinical_Milestone,"by TY Seiwert · 2021 · Cited by 3 — NBTXR3 increases RT energy deposit inside tumor cells and subsequent tumor cell death, without adding toxicity to healthy tissues. Here we present evidence that ...",https://www.redjournal.org/article/S0360-3016(21)01040-3/fulltext
2021-01-01,2021,Nanobiotix,Long-term evaluation of the novel radioenhancer NBTXR3 ...,Clinical_Milestone,"by S Bonvalot · 2021 · Cited by 4 — NBTXR3, a novel radioenhancer activated by radiotherapy (RT) demonstrated superior efficacy, as preoperative treatment, in patients with locally advanced soft ...",https://ascopubs.org/doi/10.1200/JCO.2021.39.15_suppl.11544
2021-01-01,2021,Nanobiotix,NBTXR3 Radiotherapy-Activated Functionalized Hafnium ...,Clinical_Milestone,by P Zhang · 2021 · Cited by 59 — NBTXR3 activated by radiotherapy was also more effective in destroying cancer cells and in controlling tumor growth than radiotherapy alone. Beyond the effects ...,https://pubmed.ncbi.nlm.nih.gov/33880022/
2021-01-01,2021,Nanobiotix,Phase I dose-escalation study of NBTXR3 activated by ...,Clinical_Milestone,"by C Hoffmann · 2021 · Cited by 69 — This phase I study assessed the safety of first-in-class radioenhancer nanoparticles, NBTXR3, in elderly or frail patients with locally advanced head and neck ...",https://pubmed.ncbi.nlm.nih.gov/33607477/
2021-01-01,2021,Nanobiotix,Phase I dose-escalation study of NBTXR3 activated by ...,Clinical_Milestone,"by C Hoffmann · 2021 · Cited by 69 — This phase I study assessed the safety of first-in-class radioenhancer nanoparticles, NBTXR3, in elderly or frail patients with locally advanced head and neck ...",https://www.ejcancer.com/article/S0959-8049(21)00018-6/fulltext
2021-01-01,2021,Nanobiotix,A phase I trial evaluating NBTXR3 activated by ...,Clinical_Milestone,by C Shen · 2021 · Cited by 9 — Preclinical data suggest NBTXR3/RT can trigger a local and systemic anti-tumor immune response and overcome anti-PD-1 resistance. NBTXR3/RT combined with anti- ...,https://ascopubs.org/doi/abs/10.1200/JCO.2021.39.15_suppl.2590
2021-01-01,2021,Nanobiotix,Final analysis of the randomized trial on imatinib as an ...,Clinical_Milestone,"by PG Casali · 2021 · Cited by 65 — EW received honoraria, research and travel grants from Nanobiotix, Milestone/Menarini, New Oncology, Lilly, Novartis Oncology, Roche and Bayer. J-YB had ...",https://www.annalsofoncology.org/article/S0923-7534(21)00012-0/fulltext
2021-01-01,2021,Nanobiotix,Targeting the Inside of Cells with Biologicals: Chemicals as ...,Clinical_Milestone,"by ALJ Marschall · 2021 · Cited by 17 — Delivering macromolecules into the cytosol or nucleus is possible in vitro for DNA, RNA and proteins, but translation for clinical use has been limited.",https://pmc.ncbi.nlm.nih.gov/articles/PMC8548996/
2021-01-01,2021,Nanobiotix,T cell engagers in solid tumors kick the door down,General_Update,by M de Miguel · 2021 · Cited by 7 — Tebentafusp is the first T cell engager to show a statistically significant overall survival improvement for the treatment of patients with solid tumors.,https://www.cell.com/cancer-cell/fulltext/S1535-6108(21)00556-0
2021-01-01,2021,Nanobiotix,Nanotechnology for Cancer Imaging,Clinical_Milestone,by CH Liu · 2021 · Cited by 56 — Only two NIR fluorophores are approved by the FDA and European Medicines Agency for image-guided surgery: indocyanine green (ICG) and methylene blue.,https://pmc.ncbi.nlm.nih.gov/articles/PMC8183257/
2021-01-01,2021,Nanobiotix,Doxorubicin plus lurbinectedin in patients with advanced ...,Clinical_Milestone,"by R Kristeleit · 2021 · Cited by 9 — In June 2020, the United States Food and Drug Administration (FDA) granted accelerated approval to lurbinectedin for adult patients with metastatic small cell ...",https://www.sciencedirect.com/science/article/pii/S1048891X24021352
2021-01-01,2021,Nanobiotix,A Phase II Trial of Prexasertib (LY2606368) in Patients ...,Clinical_Milestone,"by LA Byers · 2021 · Cited by 41 — transcription inhibitor, was recently granted accelerated approval by the FDA for patients with SCLC who progressed on or after platinum chemotherapy based ...",https://www.clinical-lung-cancer.com/article/S1525-7304(21)00089-9/pdf
2021-01-01,2021,Nanobiotix,Predictive modeling of hypoxic head and neck cancers during ...,Clinical_Milestone,by M Huynh · 2021 · Cited by 13 — 19 Nanobiotix. Nanobiotix receives feedback from US FDA to advance phase III head and neck cancer study design and CMC development plan fo NDA. In: Owens B ...,https://aapm.onlinelibrary.wiley.com/doi/abs/10.1002/mp.14872
2021-01-01,2021,Nanobiotix,The effects of releasing early results from ongoing clinical ...,Clinical_Milestone,"by S Ventz · 2021 · Cited by 8 — We investigate the public release of early efficacy and toxicity results, during ongoing clinical studies, to better inform patients about their enrollment ...",https://www.nature.com/articles/s41467-021-21116-4
2021-01-01,2021,Nanobiotix,Advances in Treatment of Recurrent Small Cell Lung Cancer ...,Clinical_Milestone,by M Das · 2021 · Cited by 38 — Jazz pharmaceuticals announces US FDA accelerated approval of Zepzelca™ (lurbinectedin) for the treatment of metastatic small cell lung cancer. https://investor ...,https://link.springer.com/article/10.1007/s12325-021-01909-1
2021-02-12,2021,Nanobiotix,"Laurent Levy and Tanguy Lim-Seiwert, MD, on the ...",Clinical_Milestone,"The agent provided positive results in a number of trials, including data from a phase 3 soft tissue sarcoma trial in Europe, investigating NBTXR3 activated by ...",https://www.cancernetwork.com/view/laurent-levy-and-tanguy-lim-seiwert-md-on-the-potential-of-nbtxr3-to-treat-patients-with-head-and-neck-cancers
2021-03-12,2021,Nanobiotix,ON OUR STRENGTHS - Valneva,General_Update,"... 2021. 9M 2021 Interim Results. November 18, 2021 ...",https://valneva.com/wp-content/uploads/large-agm-files/VAL2020_URD_EN_MeL_val.pdf
2021-04-08,2021,Nanobiotix,Julienne Hearn,Clinical_Milestone,a license agreement with Nanobiotix for a clinical stage radioenhancer for use in multiple oncology indications; a license and development agreement with ...,https://www.cov.com/en/professionals/h/julienne-hearn
2021-05-18,2021,Nanobiotix,Lianbio licenses Landos' LANCL2- and NLRX1-targeted ...,Clinical_Milestone,"The deal with Landos came after Lianbio unveiled on May 12 a $240 million deal with Nanobiotix SA to license radioenhancer NBTXR3 for rights in greater China, ...",https://www.bioworld.com/articles/507216-lianbio-licenses-landos-lancl2--and-nlrx1-targeted-candidates-in-218m-deal-for-uc-and-cd
2021-06-03,2021,Nanobiotix,NANOBIOTIX Reports New Data for Potential First-in-Class ...,Clinical_Milestone,NANOBIOTIX Reports New Data for Potential First-in-Class Radioenhancer NBTXR3 in Combination With Anti-PD-1 Showing Local or Distant Tumor Regression in 76.9% ...,https://www.biospace.com/nanobiotix-reports-new-data-for-potential-first-in-class-radioenhancer-nbtxr3-in-combination-with-anti-pd-1-showing-local-or-distant-tumor-regression-in-76-9-percent-of-evaluable-patients-regardless-of-prior-anti-pd-1-exposure
2021-07-01,2021,Nanobiotix,OrbiMed Partners,Corporate_Action,This presentation is as of the date noted above and may be changed without notice. Annual General Meeting. July 2021. Page 2. © 2021 OrbiMed Advisors ...,https://www.frostrow.com/application/files/7016/3514/4950/BIOG_AGM_Investor_Presentation.pdf
